2021/05/04,晶華亭餐廳,新北市新莊區中港路199號,25.0417457,121.4547868
2021/05/04,臺北市萬華區某茶藝館（調查中）,,,
2021/05/06,來來按摩蘆洲長安店,新北市蘆洲區長安街116號,25.081665,121.460775
2021/05/06,家庭理髮店,新北市三重區中正北路上，調查中,,
2021/05/06,大風車婚宴會館,新北市三重區篥賢路395號,25.0820344,121.4803551
2021/05/07,菜市場,福壽街及中原路口,25.0564275,121.4578672
2021/05/07,楊老爹肉圓,北市新莊區復興路一段35號,25.042057,121.4465135
2021/05/07,遠東SOGO台北復興館,台北市大安區忠孝東路三段300號,25.0408932,121.5432417
2021/05/08,三重力行市場,新北市三重區力行路一段38巷2號,25.0667457,121.4854561
2021/05/08,楊老爹肉圓,新北市新莊區復興路一段35號,25.042057,121.4465135
2021/05/08,菘賓餐廳,新北市成泰路2段183-12號,25.0877634,121.4387685
2021/05/08,阿秋越南美食,新北市蘆洲區中央路93號對面，無門牌,25.0841556,121.4727035
2021/05/08,林口三井Outlet,新北市林口區文化三路一段356號,25.0709159,121.3637165
2021/05/08,醐同燒肉夜食五號店,台北市信義區松壽路22號2樓,25.0355676,121.5678366
2021/05/08,國父紀念館巧虎奇幻音樂世界演奏會（場次10:30）,台北市信義區仁愛路四段505號,25.0396974,121.5603729
2021/05/08,台北市地下街,,25.0495017,121.5136386
2021/05/08,方記三杯滷味,桃園市蘆竹區南山路一段1號,25.04986,121.2915867
2021/05/08,海霸王餐廳蘆洲店,新北市蘆洲區中山一路88號,25.0813865,121.4783377
2021/05/09,基隆八斗子釣魚,,25.1456165,121.7860412
2021/05/09,成泰里守望相助活動中心,新北市五股區御史路1之5號,25.0901119,121.4421996
2021/05/09,卡拉OK （調查中）,市民大道及東興路交界,25.0506318,121.5655392
2021/05/09,好市多Costco新莊店,新北市新莊區建國一路138號,25.0272319,121.4342201
2021/05/09,二泉湖畔咖啡,新竹縣峨眉鄕湖光村12寮21-6號,24.6754654,120.9855036
2021/05/09,下城老地方酒餐館,新北市新店區安坑路1段262-2號,24.9639451,121.520545
2021/05/09,新竹市城隍廟,新竹市北區中山路75號,24.8044995,120.9655154
2021/05/09,天母銀座日式料理,台北市士林區德行東路101號,25.1077062,121.5280299
2021/05/09,尙井日式涮涮鍋,新北市三重區忠孝路三段55號,25.066565,121.480833
2021/05/09,人从禾牛排館,新北市蘆洲區長榮路68號,25.0833602,121.4628334
2021/05/09,松風日本料理用餐,桃園區大興路265號,25.015953,121.31448
2021/05/10,好市多Costco北投店,台北市北投區立德路117號,25.1275267,121.4698778
2021/05/10,英芳飯店海鮮餐廳,新北市石門區中央路臨9號,25.2915313,121.5658696
2021/05/10,茶自點（中正店）,桃園市桃園區中正路743號,25.0077529,121.302473
2021/05/10,泰式按摩店,新北市蘆洲區長榮路上，調查中,25.0869099,121.4601659
2021/05/10,康舒工程,新北市淡水區淡金路三段159號,25.2025479,121.4482515
2021/05/10,孫東寶牛排館,新北市蘆洲區長榮路343號,25.0874899,121.4593299
2021/05/01,自新北市磅磅仔三府宮出發,新北市瑞芳區瑞濱路55・2號,25.1209841,121.8261645
2021/05/01,南投竹山紫南宮,南投縣竹山鎭大公街40號,23.8172016,120.722556
2021/05/01,南投竹山丸滿餐廳,南投縣竹山鎭集山路一段2121號,23.8035391,120.714988
2021/05/01,台南府城正統鹿耳門,台南市安南區城安路160號,23.0677121,120.1273734
2021/05/01,台南萬國通路創意觀光工廠,台南市歸仁區中正南路二段1號,22.9351511,120.2778068
2021/05/01,高雄市大寮朝鳳宮,高雄市大寮區翁園路162號,22.6195729,120.4091709
2021/05/02,高雄诒金獅湖保安宮,高雄市三民區鼎金一巷36號,22.6660336,120.3270644
2021/05/02,自金獅湖保安宮出發前往彰化鹿港天后宮,彰化縣鹿港鎭中山路430號,24.0592601,120.4314871
2021/05/02,雲林東勢開安宮,雲林縣東勢鄕同安村同安路55號,23.7087311,120.2665
2021/05/02,台中沙鹿金福華餐施,台中市沙鹿區中淸路七段376號,24.2503532,120.5818515
